Estación,Date,Latitud,Longitud,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B8A,NDWI,NDMI,MSI,NMDI,GVMI,SRWI,Humedad_Suelo
Lincoln-8-ENE,2019-04-15,40.8484,-96.5651,0.1443,0.1332,0.1284,0.148,0.1684,0.2042,0.2329,0.2348,0.2688,0.0858,0.0016,0.3656,0.2384,-0.29295152,0.98646367,0.00681431,0.9946844,0.8787878,1.8286605,0.391
Lincoln-8-ENE,2019-06-17,40.8484,-96.5651,0.4658,0.4484,0.4151,0.4133,0.4183,0.4641,0.5045,0.4927,0.5282,0.2526,0.0204,0.4134,0.3233,-0.08548138,0.92048335,0.041404508,0.9559633,0.87237394,1.1869429,0.312
Lincoln-8-ENE,2019-08-26,40.8484,-96.5651,0.5867,0.5689,0.535,0.5568,0.5333,0.5897,0.6535,0.5965,0.6782,0.0946,0.0018,0.5162,0.3664,-0.05435259,0.993983,0.0030176027,0.9967697,0.9393012,1.1149532,0.236
Lincoln-8-ENE,2019-09-02,40.8484,-96.5651,0.1287,0.1035,0.0938,0.0769,0.1014,0.1922,0.2444,0.2327,0.2876,0.035,0.0013,0.2383,0.1113,-0.42542118,0.9888888,0.005586592,0.994495,0.8796611,2.4808102,0.237
Lincoln-8-ENE,2019-07-29,40.8484,-96.5651,0.1207,0.096,0.0954,0.07,0.1174,0.2545,0.3095,0.3034,0.3449,0.0996,0.0014,0.2313,0.1122,-0.52156466,0.9908137,0.00461437,0.99477714,0.8992467,3.1802936,0.3
Lincoln-8-ENE,2019-09-30,40.8484,-96.5651,0.1149,0.0953,0.0847,0.0852,0.1028,0.168,0.1965,0.1813,0.2338,0.0323,0.0011,0.2482,0.1243,-0.36315787,0.9879386,0.006067292,0.9948908,0.86044985,2.1404958,0.247
Lincoln-8-ENE,2019-10-07,40.8484,-96.5651,0.1307,0.1041,0.0914,0.0868,0.1165,0.1883,0.2008,0.2135,0.233,0.1064,0.002,0.2727,0.1564,-0.40045917,0.98143846,0.009367682,0.9918066,0.8688524,2.3358862,0.364
Lincoln-8-ENE,2019-11-04,40.8484,-96.5651,0.1863,0.1665,0.1473,0.1577,0.1701,0.197,0.2166,0.2233,0.2426,0.1127,0.0257,0.2312,0.1645,-0.20507284,0.7935743,0.1150918,0.89296126,0.7523035,1.5159538,0.279
Lincoln-8-ENE,2019-07-22,40.8484,-96.5651,0.1711,0.1291,0.1316,0.1123,0.1696,0.318,0.3872,0.3589,0.4156,0.1188,0.0015,0.2628,0.1454,-0.46340466,0.99167585,0.004179437,0.9951861,0.9104913,2.7272036,0.371
Lincoln-8-ENE,2019-06-24,40.8484,-96.5651,0.1178,0.0944,0.0964,0.0625,0.1091,0.2709,0.3235,0.3269,0.3568,0.0874,0.0011,0.2117,0.0994,-0.5445311,0.9932927,0.0033649434,0.99592364,0.9058035,3.391079,0.494
Lincoln-8-ENE,2019-12-09,40.8484,-96.5651,0.2194,0.2053,0.1879,0.2231,0.2227,0.2565,0.291,0.3081,0.3082,0.1751,0.0038,0.2412,0.1668,-0.24233867,0.9756332,0.0123336585,0.9862592,0.88978934,1.6397018,0.352
Lincoln-8-ENE,2020-02-24,40.8484,-96.5651,0.1735,0.1521,0.1401,0.1738,0.1909,0.21,0.2335,0.2389,0.2677,0.1469,0.0106,0.3299,0.2129,-0.260686,0.91503006,0.044370025,0.96341044,0.83437073,1.7052106,0.33
Lincoln-8-ENE,2020-04-27,40.8484,-96.5651,0.1453,0.1346,0.1333,0.1539,0.1698,0.2142,0.2428,0.244,0.2775,0.0984,0.0073,0.328,0.2006,-0.29340044,0.9419021,0.029918034,0.9747972,0.8529491,1.8304576,0.288
Lincoln-8-ENE,2020-03-23,40.8484,-96.5651,0.8218,0.8073,0.7619,0.8143,0.8073,0.8164,0.8405,0.8126,0.8502,0.32,0.003,0.5027,0.3315,-0.0322007,0.9926434,0.0036918533,0.99544865,0.9508337,1.0665442,0.395
Lincoln-8-ENE,2020-03-30,40.8484,-96.5651,0.1614,0.1456,0.1355,0.1591,0.1751,0.2004,0.2202,0.2307,0.2557,0.1052,0.0057,0.3557,0.2279,-0.25996724,0.95177656,0.024707412,0.9807465,0.85578,1.7025831,0.409
Lincoln-8-ENE,2020-06-01,40.8484,-96.5651,0.1396,0.1184,0.1152,0.0972,0.1254,0.2216,0.2646,0.2562,0.2967,0.067,0.0167,0.2391,0.1332,-0.37964454,0.87761086,0.06518345,0.93476564,0.81318396,2.2239583,0.429
Lincoln-8-ENE,2020-07-06,40.8484,-96.5651,0.1256,0.1006,0.1008,0.0694,0.1156,0.2853,0.3591,0.3377,0.3993,0.058,0.0011,0.2261,0.0951,-0.54025084,0.9935065,0.0032573289,0.9961055,0.90802085,3.3501985,0.329
Lincoln-8-ENE,2020-06-08,40.8484,-96.5651,0.1473,0.1339,0.1355,0.105,0.1463,0.2866,0.3438,0.3453,0.3863,0.0794,0.0018,0.2993,0.1479,-0.43635607,0.9896284,0.0052128583,0.99443066,0.90665805,2.5483394,0.366
Lincoln-8-ENE,2020-08-10,40.8484,-96.5651,0.1098,0.0877,0.0819,0.0641,0.0958,0.2056,0.2563,0.2568,0.3006,0.0525,0.0012,0.2102,0.0936,-0.51638615,0.99069774,0.0046728975,0.99487394,0.8878307,3.135531,0.258
Lincoln-8-ENE,2020-07-13,40.8484,-96.5651,0.1203,0.0962,0.0982,0.0687,0.1188,0.2726,0.3356,0.3261,0.3702,0.0691,0.0013,0.228,0.1019,-0.53712,0.9920586,0.003986507,0.99531865,0.90478325,3.3207738,0.344
Lincoln-8-ENE,2020-08-17,40.8484,-96.5651,0.1174,0.0921,0.0883,0.072,0.1038,0.2077,0.2476,0.2568,0.2929,0.0681,0.001,0.2262,0.1091,-0.48826432,0.99224216,0.0038940813,0.9958678,0.88883007,2.9082673,0.279
Lincoln-8-ENE,2020-09-14,40.8484,-96.5651,0.1795,0.167,0.1573,0.1448,0.1693,0.2288,0.2597,0.2503,0.286,0.0959,0.0143,0.2296,0.1205,-0.22816487,0.89191234,0.057131443,0.94212866,0.82163286,1.5912269,0.417
Lincoln-8-ENE,2020-09-21,40.8484,-96.5651,0.1545,0.1248,0.1092,0.1046,0.1305,0.1842,0.2134,0.2142,0.2542,0.0732,0.0015,0.2632,0.1451,-0.32467532,0.98609185,0.007002801,0.9937356,0.8719095,1.9615384,0.34
Lincoln-8-ENE,2020-10-19,40.8484,-96.5651,0.1449,0.123,0.1031,0.1149,0.1311,0.1661,0.1944,0.198,0.2369,0.0744,0.013,0.2612,0.1535,-0.31517765,0.8767773,0.065656565,0.94493854,0.8006043,1.9204655,0.239
Lincoln-8-ENE,2020-10-26,40.8484,-96.5651,0.3932,0.3946,0.373,0.4021,0.4108,0.4632,0.4853,0.4939,0.5474,0.1805,0.0015,0.1336,0.1008,-0.13946247,0.9939442,0.003037052,0.9952305,0.9301268,1.3241287,0.229
Lincoln-8-ENE,2020-11-23,40.8484,-96.5651,0.6201,0.6056,0.5529,0.5679,0.5534,0.5678,0.5871,0.5853,0.6001,0.229,0.0091,0.2271,0.1676,-0.028466009,0.9693808,0.015547582,0.9778454,0.918533,1.0586002,0.352
Lincoln-8-ENE,2020-11-30,40.8484,-96.5651,0.1561,0.1253,0.1055,0.1265,0.1438,0.176,0.1952,0.2119,0.234,0.1789,0.009,0.3019,0.1875,-0.3352237,0.91851515,0.042472865,0.96557,0.82986206,2.0085309,0.38
Lincoln-8-ENE,2021-03-08,40.8484,-96.5651,0.1507,0.1369,0.1279,0.1552,0.1653,0.185,0.2056,0.2147,0.2409,0.0924,0.0116,0.3326,0.2202,-0.25335667,0.8974812,0.054028876,0.95848995,0.8174993,1.6786551,0.402
Lincoln-8-ENE,2021-03-15,40.8484,-96.5651,0.7629,0.7609,0.7264,0.7995,0.7961,0.8171,0.851,0.8182,0.8687,0.3484,0.0319,0.3516,0.2983,-0.059432846,0.92495,0.038988024,0.9469086,0.89300066,1.1263766,0.502
Lincoln-8-ENE,2021-04-19,40.8484,-96.5651,0.6705,0.6469,0.6096,0.6527,0.6585,0.6816,0.7043,0.6751,0.7181,0.3209,0.0198,0.4718,0.374,-0.05098468,0.94301337,0.029328987,0.9660581,0.9023193,1.1074475,0.434
Lincoln-8-ENE,2021-05-17,40.8484,-96.5651,0.5438,0.5315,0.4946,0.524,0.5148,0.54,0.5715,0.5399,0.5863,0.1796,0.0202,0.4498,0.3434,-0.043789275,0.92787,0.037414335,0.959996,0.8817821,1.0915892,0.248
Lincoln-8-ENE,2021-05-24,40.8484,-96.5651,0.2797,0.1355,0.1627,0.2271,0.25,0.3163,0.3589,0.2406,0.389,0.1259,0.0073,0.3259,0.2592,-0.19315648,0.94110525,0.030340815,0.9745556,0.8515901,1.4787954,0.325
Lincoln-8-ENE,2021-06-21,40.8484,-96.5651,0.1366,0.1128,0.1145,0.0826,0.1403,0.3208,0.3996,0.41,0.4399,0.1312,0.0018,0.2717,0.1322,-0.56339365,0.9912579,0.004390244,0.994733,0.9180143,3.580786,0.19
Lincoln-8-ENE,2021-06-28,40.8484,-96.5651,0.1385,0.1124,0.1107,0.082,0.1229,0.2848,0.3463,0.3225,0.3804,0.0538,0.0027,0.2443,0.1183,-0.48891965,0.9833948,0.008372094,0.990518,0.8980233,2.913279,0.363
Lincoln-8-ENE,2021-07-26,40.8484,-96.5651,0.1172,0.0949,0.0875,0.067,0.1027,0.2227,0.2749,0.2678,0.3074,0.0792,0.0012,0.2163,0.1003,-0.50745845,0.99107814,0.004480956,0.9950546,0.89100254,3.0605714,0.19
Lincoln-8-ENE,2021-08-02,40.8484,-96.5651,0.1765,0.1459,0.1287,0.1025,0.1324,0.2538,0.3148,0.3056,0.348,0.0987,0.0122,0.2166,0.1098,-0.40732208,0.9232222,0.039921466,0.95434135,0.8529008,2.374514,0.246
Lincoln-8-ENE,2021-09-06,40.8484,-96.5651,0.1287,0.1004,0.0902,0.0811,0.1112,0.1891,0.2274,0.2193,0.265,0.0537,0.0012,0.2454,0.1237,-0.41712436,0.9891156,0.0054719565,0.99484867,0.87547725,2.431264,0.284
Lincoln-8-ENE,2021-10-04,40.8484,-96.5651,0.1146,0.0925,0.081,0.0851,0.1033,0.143,0.1693,0.1776,0.2054,0.0767,0.0015,0.2715,0.1528,-0.37354988,0.9832496,0.0084459465,0.99334216,0.85623544,2.1925926,0.161
Lincoln-8-ENE,2021-10-11,40.8484,-96.5651,0.1333,0.1085,0.0924,0.0971,0.1143,0.1556,0.178,0.182,0.2149,0.0684,0.0014,0.2915,0.1691,-0.3265306,0.98473287,0.0076923077,0.994104,0.8589321,1.969697,0.154
Lincoln-8-ENE,2021-04-12,40.8484,-96.5651,0.1319,0.1292,0.1251,0.1468,0.1661,0.2071,0.2313,0.2439,0.2685,0.1521,0.0028,0.338,0.2132,-0.3219512,0.97730035,0.011480114,0.9904225,0.87564766,1.9496403,0.438
Lincoln-8-ENE,2022-03-28,40.8484,-96.5651,0.1514,0.1402,0.1301,0.1616,0.1735,0.1929,0.2154,0.2213,0.2492,0.1056,0.0068,0.3239,0.1994,-0.25953332,0.94037706,0.030727519,0.97536236,0.84602123,1.7009993,0.375
Lincoln-8-ENE,2022-05-09,40.8484,-96.5651,0.1583,0.1428,0.1393,0.15,0.1736,0.2323,0.2611,0.2598,0.2911,0.1039,0.0021,0.337,0.208,-0.3019293,0.98396343,0.008083141,0.99298716,0.88426286,1.8650393,0.382
Lincoln-8-ENE,2022-06-06,40.8484,-96.5651,0.1877,0.1601,0.1456,0.1179,0.1555,0.3061,0.3693,0.3518,0.4073,0.0636,0.0015,0.2737,0.1337,-0.41455567,0.9915086,0.004263786,0.9952153,0.9091486,2.4162087,0.268
Lincoln-8-ENE,2022-06-13,40.8484,-96.5651,0.185,0.1882,0.1628,0.1317,0.1418,0.1961,0.2219,0.253,0.2304,0.0842,0.0183,0.1339,0.0911,-0.21693121,0.865094,0.07233202,0.9096742,0.80424225,1.554054,0.43
Lincoln-8-ENE,2022-07-18,40.8484,-96.5651,0.1203,0.0977,0.1024,0.0678,0.1166,0.275,0.3336,0.3274,0.3765,0.0793,0.0012,0.2242,0.1014,-0.5234993,0.99269634,0.0036652414,0.9956585,0.9054837,3.1972656,0.287
Lincoln-8-ENE,2022-07-11,40.8484,-96.5651,0.1592,0.0943,0.09,0.0659,0.1008,0.2263,0.2939,0.2551,0.3217,0.0881,0.005,0.1463,0.0741,-0.47841206,0.9615533,0.019600155,0.9753937,0.86845565,2.8344445,0.284
Lincoln-8-ENE,2022-10-31,40.8484,-96.5651,0.1442,0.1203,0.1052,0.1369,0.1632,0.1929,0.2173,0.2275,0.2705,0.1229,0.0021,0.3385,0.2066,-0.36759844,0.9817073,0.009230768,0.99260694,0.8735698,2.1625476,0.152
Lincoln-8-ENE,2022-09-19,40.8484,-96.5651,0.1146,0.0943,0.0869,0.0858,0.1121,0.163,0.198,0.192,0.2397,0.0381,0.0009,0.2572,0.1299,-0.37683758,0.9906687,0.0046874997,0.9960009,0.8664109,2.2094362,0.201
Lincoln-8-ENE,2022-11-28,40.8484,-96.5651,0.1512,0.1328,0.1138,0.159,0.18,0.2096,0.2386,0.247,0.2906,0.1016,0.0062,0.3433,0.2018,-0.36917958,0.95102686,0.025101217,0.9792121,0.85959274,2.1704745,0.144
Lincoln-8-ENE,2022-08-22,40.8484,-96.5651,0.1393,0.1117,0.1064,0.0969,0.1447,0.2382,0.2882,0.2814,0.3291,0.0744,0.0015,0.2842,0.1511,-0.45126355,0.9893955,0.0053304904,0.9947099,0.89327383,2.6447368,0.17
Lincoln-8-ENE,2023-02-13,40.8484,-96.5651,0.1595,0.14,0.13,0.1715,0.1924,0.2183,0.2397,0.2475,0.2853,0.1379,0.0027,0.3613,0.2261,-0.3112583,0.9784173,0.010909091,0.99116915,0.8773635,1.9038463,0.23
Lincoln-8-ENE,2022-04-04,40.8484,-96.5651,0.1613,0.1508,0.1446,0.185,0.2052,0.2313,0.2557,0.2665,0.2931,0.1689,0.0075,0.3784,0.2425,-0.2965215,0.9452555,0.028142588,0.977008,0.8604061,1.8430152,0.343
Lincoln-8-ENE,2023-04-17,40.8484,-96.5651,0.1379,0.1342,0.132,0.1664,0.1849,0.2118,0.2333,0.2406,0.2737,0.1225,0.0021,0.3611,0.2228,-0.29146537,0.9826946,0.008728179,0.9930441,0.8781362,1.8227273,0.241
Lincoln-8-ENE,2022-09-26,40.8484,-96.5651,0.1342,0.1078,0.0998,0.1002,0.1307,0.1812,0.2116,0.2144,0.2537,0.0768,0.0034,0.2813,0.1621,-0.36473584,0.9687787,0.015858209,0.9863755,0.86145645,2.1482966,0.183
Lincoln-8-ENE,2023-05-22,40.8484,-96.5651,0.1491,0.1358,0.1253,0.1301,0.1431,0.1976,0.2235,0.2188,0.249,0.085,0.0029,0.3004,0.1833,-0.2717233,0.9738385,0.0132541135,0.988891,0.86596423,1.746209,0.18
Lincoln-8-ENE,2023-05-29,40.8484,-96.5651,0.1585,0.1408,0.1346,0.1377,0.1587,0.2281,0.2616,0.247,0.299,0.058,0.0036,0.3374,0.1965,-0.29454926,0.971269,0.014574899,0.9877551,0.8726389,1.8350668,0.132
Lincoln-8-ENE,2023-06-26,40.8484,-96.5651,0.1218,0.1037,0.0991,0.0885,0.1211,0.2033,0.2387,0.2354,0.2696,0.0746,0.0013,0.2723,0.1544,-0.4074738,0.9890156,0.0055225147,0.99489194,0.88057196,2.3753784,0.115
Lincoln-8-ENE,2023-03-20,40.8484,-96.5651,0.1588,0.143,0.1358,0.1734,0.1957,0.2107,0.2312,0.2353,0.2642,0.1287,0.0032,0.3624,0.2402,-0.2681218,0.9731657,0.013599659,0.9893493,0.8705718,1.7326951,0.272
Los-Alamos-13-W,2018-04-02,35.8584,-106.5214,0.1398,0.1496,0.1652,0.2216,0.2374,0.2543,0.2695,0.2832,0.2933,0.1915,0.0098,0.3793,0.2498,-0.2631579,0.9331059,0.03460452,0.9708464,0.85569006,1.7142857,0.235
Los-Alamos-13-W,2018-05-07,35.8584,-106.5214,0.1424,0.1376,0.1431,0.1695,0.1888,0.2157,0.2342,0.2323,0.2553,0.1444,0.0122,0.2456,0.1527,-0.23761322,0.90020454,0.052518293,0.9502142,0.82331955,1.6233404,0.093
Los-Alamos-13-W,2018-06-11,35.8584,-106.5214,0.1269,0.1317,0.1487,0.173,0.204,0.2751,0.304,0.318,0.34,0.1952,0.0052,0.3251,0.1915,-0.3627598,0.9678218,0.016352203,0.98395807,0.88628155,2.1385338,0.03
Los-Alamos-13-W,2018-08-20,35.8584,-106.5214,0.3461,0.3433,0.3318,0.3341,0.3162,0.3874,0.405,0.4753,0.4173,0.2862,0.0192,0.4001,0.2909,-0.17779703,0.9223458,0.04039554,0.9570757,0.87241656,1.4324894,0.192
Los-Alamos-13-W,2018-09-24,35.8584,-106.5214,0.0965,0.0783,0.0637,0.0471,0.0616,0.0917,0.1019,0.1067,0.1097,0.0495,0.0028,0.0705,0.0362,-0.25234747,0.9488584,0.026241798,0.9688889,0.8013072,1.6750393,0.155
Los-Alamos-13-W,2018-10-29,35.8584,-106.5214,0.1203,0.1147,0.1209,0.1516,0.1724,0.2102,0.2301,0.2495,0.2596,0.1382,0.006,0.3051,0.1867,-0.34719223,0.9530332,0.024048096,0.97859424,0.861518,2.063689,0.226
Los-Alamos-13-W,2019-05-27,35.8584,-106.5214,0.1521,0.186,0.1624,0.1672,0.211,0.26,0.2715,0.2821,0.3005,0.1934,0.0319,0.312,0.2086,-0.2692913,0.79681534,0.11308047,0.8980831,0.7608295,1.7370689,0.278
Los-Alamos-13-W,2019-09-09,35.8584,-106.5214,0.0992,0.0879,0.0995,0.0942,0.1468,0.2433,0.2759,0.2921,0.3093,0.1723,0.0024,0.2414,0.132,-0.4918284,0.9837011,0.008216364,0.99104315,0.891918,2.9356785,0.066
Los-Alamos-13-W,2019-10-14,35.8584,-106.5214,0.1105,0.1015,0.1097,0.1441,0.1707,0.1937,0.2175,0.2331,0.2558,0.1542,0.004,0.2922,0.1738,-0.35997665,0.966259,0.017160019,0.9848857,0.8655839,2.124886,0.11
Los-Alamos-13-W,2019-11-18,35.8584,-106.5214,0.1496,0.149,0.1513,0.2003,0.2184,0.2415,0.2557,0.2732,0.2891,0.19,0.021,0.3075,0.188,-0.28716138,0.85723996,0.07686676,0.9301978,0.80202794,1.8056841,0.08
Los-Alamos-13-W,2020-01-27,35.8584,-106.5214,0.6716,0.6624,0.6047,0.6327,0.6421,0.6494,0.6649,0.6336,0.6671,0.3373,0.0084,0.379,0.2783,-0.02333842,0.9738317,0.013257575,0.9835455,0.9254593,1.0477922,0.192
Los-Alamos-13-W,2020-03-02,35.8584,-106.5214,0.8044,0.8354,0.8162,0.872,0.8768,0.8666,0.8135,0.7888,0.7876,0.4324,0.0088,0.0642,0.0597,0.01707166,0.9779337,0.011156186,0.9795776,0.93722755,0.96642977,0.215
Los-Alamos-13-W,2020-06-15,35.8584,-106.5214,0.118,0.125,0.1283,0.1269,0.1533,0.235,0.2559,0.2871,0.2764,0.0783,0.0021,0.2307,0.1175,-0.38228214,0.98547727,0.0073145246,0.99192154,0.89198434,2.237724,0.085
Los-Alamos-13-W,2020-07-20,35.8584,-106.5214,0.0893,0.0665,0.0531,0.0394,0.047,0.0697,0.0799,0.0786,0.0831,0.0273,0.0012,0.0469,0.0228,-0.19362184,0.96992487,0.015267177,0.9810576,0.7877878,1.4802259,0.06
Los-Alamos-13-W,2020-09-28,35.8584,-106.5214,0.1077,0.0867,0.0719,0.072,0.0802,0.0951,0.1015,0.1006,0.1083,0.066,0.0086,0.1031,0.0608,-0.16637678,0.8424908,0.08548708,0.9189826,0.75043625,1.3991654,0.072
Los-Alamos-13-W,2020-11-02,35.8584,-106.5214,0.151,0.1472,0.1518,0.1989,0.2347,0.2537,0.2745,0.2706,0.3009,0.1587,0.0023,0.2799,0.1758,-0.28124997,0.98314404,0.008499631,0.9916788,0.8864851,1.7826085,0.184
Los-Alamos-13-W,2021-04-26,35.8584,-106.5214,0.1491,0.1561,0.1538,0.181,0.1978,0.2165,0.2267,0.2372,0.2495,0.1717,0.0204,0.3601,0.2622,-0.21329926,0.8416149,0.08600337,0.9339486,0.78601694,1.5422628,0.208
Los-Alamos-13-W,2021-07-05,35.8584,-106.5214,0.1134,0.1024,0.1163,0.1028,0.1522,0.2823,0.3269,0.324,0.3586,0.1086,0.0011,0.3002,0.1619,-0.47172382,0.99323285,0.0033950617,0.99648166,0.90518975,2.7858984,0.202
Los-Alamos-13-W,2021-08-09,35.8584,-106.5214,0.109,0.0944,0.1091,0.0783,0.143,0.306,0.3568,0.3514,0.3787,0.1765,0.0029,0.2494,0.1284,-0.52616715,0.98362964,0.008252704,0.99039257,0.9034367,3.2208982,0.123
Los-Alamos-13-W,2021-05-31,35.8584,-106.5214,0.1784,0.1682,0.1679,0.1873,0.2221,0.2727,0.3,0.2895,0.3304,0.1476,0.0045,0.3941,0.2525,-0.26585045,0.96938777,0.015544041,0.9869206,0.88164246,1.7242407,0.079
Los-Alamos-13-W,2021-09-13,35.8584,-106.5214,0.106,0.0909,0.1018,0.0939,0.1471,0.2637,0.2995,0.3052,0.3334,0.1553,0.0022,0.2619,0.138,-0.49975434,0.98568636,0.007208388,0.9922712,0.8961161,2.9980354,0.039
Los-Alamos-13-W,2020-04-06,35.8584,-106.5214,0.1338,0.1337,0.1372,0.1741,0.1878,0.2004,0.2151,0.2163,0.2307,0.1656,0.0145,0.3691,0.2696,-0.22376236,0.87435,0.067036524,0.95165867,0.8033067,1.5765306,0.255
Los-Alamos-13-W,2021-10-18,35.8584,-106.5214,0.1173,0.1083,0.1162,0.1573,0.1899,0.2299,0.2508,0.2634,0.2905,0.1851,0.005,0.2995,0.1812,-0.38777658,0.9627422,0.018982537,0.9823913,0.8712667,2.2667813,0.11
Los-Alamos-13-W,2022-04-11,35.8584,-106.5214,0.2829,0.1913,0.2042,0.2437,0.2695,0.2966,0.3174,0.1896,0.3186,0.1826,0.0273,0.2521,0.1872,0.03707464,0.7482711,0.14398734,0.88358206,0.7192045,0.9285015,0.207
Los-Alamos-13-W,2022-05-16,35.8584,-106.5214,0.134,0.1327,0.1377,0.1627,0.1852,0.221,0.2408,0.243,0.2621,0.1387,0.0025,0.3457,0.2283,-0.27659574,0.9796334,0.010288065,0.99154264,0.87688094,1.7647058,0.037
Los-Alamos-13-W,2022-07-25,35.8584,-106.5214,0.1078,0.075,0.0665,0.0453,0.0613,0.118,0.132,0.1224,0.1356,0.0485,0.002,0.0572,0.0262,-0.29592377,0.96784574,0.01633987,0.9779735,0.81996727,1.8406014,0.151
Los-Alamos-13-W,2022-10-03,35.8584,-106.5214,0.2036,0.1817,0.1774,0.1831,0.2256,0.3089,0.3404,0.3305,0.368,0.154,0.0216,0.2439,0.1522,-0.30143732,0.87730753,0.065355524,0.92751676,0.8237662,1.8630215,0.176
Los-Alamos-13-W,2022-08-29,35.8584,-106.5214,0.0962,0.0819,0.0981,0.0671,0.1277,0.2849,0.3308,0.3373,0.3608,0.1474,0.0014,0.2162,0.1044,-0.5493799,0.99173313,0.0041506076,0.99495405,0.9066928,3.4383283,0.206
Los-Alamos-13-W,2022-11-07,35.8584,-106.5214,0.1273,0.1162,0.1202,0.1532,0.1788,0.2062,0.2256,0.2286,0.2512,0.1641,0.0098,0.292,0.1821,-0.3107798,0.9177852,0.042869642,0.9630468,0.83370537,1.9018302,0.27
Los-Alamos-13-W,2023-05-01,35.8584,-106.5214,0.1835,0.1709,0.1664,0.1819,0.1945,0.2131,0.2253,0.2244,0.241,0.1506,0.0234,0.2403,0.1834,-0.14841351,0.81113803,0.10427807,0.90411806,0.7640022,1.3485577,0.306
Los-Alamos-13-W,2023-06-05,35.8584,-106.5214,0.2148,0.2175,0.2073,0.206,0.2399,0.3216,0.3579,0.3575,0.3859,0.1788,0.0265,0.3417,0.2225,-0.2659348,0.86197925,0.07412588,0.9269671,0.81547624,1.7245537,0.301
Los-Alamos-13-W,2023-09-18,35.8584,-106.5214,0.1146,0.1032,0.1095,0.1067,0.1525,0.2403,0.2668,0.2693,0.2957,0.118,0.0014,0.2708,0.1482,-0.42185855,0.9896565,0.0051986626,0.9948292,0.89045304,2.4593608,0.138
Los-Alamos-13-W,2023-07-10,35.8584,-106.5214,0.1612,0.1477,0.1534,0.1427,0.1877,0.3143,0.3589,0.3583,0.3926,0.1439,0.0034,0.2707,0.1523,-0.4004299,0.9811999,0.009489255,0.9892472,0.9028441,2.3357236,0.069
Los-Alamos-13-W,2023-10-23,35.8584,-106.5214,0.1286,0.1197,0.1247,0.1696,0.1937,0.2144,0.2355,0.2407,0.2791,0.1459,0.0025,0.3453,0.2064,-0.31746033,0.9794408,0.010386373,0.99150383,0.87610126,1.9302325,0.043
Los-Alamos-13-W,2024-05-20,35.8584,-106.5214,0.1417,0.1315,0.1339,0.1504,0.1738,0.2104,0.2233,0.2282,0.2429,0.1714,0.0225,0.3104,0.2166,-0.2604253,0.82050264,0.09859772,0.91980034,0.77070415,1.7042569,0.249
Los-Alamos-13-W,2024-04-15,35.8584,-106.5214,0.1438,0.2183,0.1967,0.2463,0.2443,0.2648,0.2941,0.2695,0.2667,0.1536,0.0098,0.3104,0.2391,-0.15615612,0.92982465,0.03636364,0.9667628,0.8507388,1.3701067,0.303
Los-Alamos-13-W,2024-07-29,35.8584,-106.5214,0.2515,0.2306,0.2226,0.2092,0.2366,0.3237,0.3569,0.3514,0.3757,0.1874,0.0331,0.1535,0.1106,-0.22439022,0.8278283,0.09419466,0.8769517,0.7894946,1.5786163,0.097
Los-Alamos-13-W,2024-09-02,35.8584,-106.5214,0.096,0.0818,0.0931,0.0751,0.1351,0.2596,0.3005,0.3038,0.3274,0.182,0.0022,0.2301,0.1187,-0.5308642,0.98562086,0.0072416067,0.99179256,0.8957747,3.2631578,0.073
Los-Alamos-13-W,2024-10-07,35.8584,-106.5214,0.1152,0.1041,0.1142,0.1439,0.1711,0.2071,0.2297,0.2425,0.2653,0.1458,0.0027,0.2952,0.1721,-0.35968605,0.97797716,0.011134021,0.9900073,0.8756845,2.1234677,0.018
Manhattan-6-SSW,2018-01-15,39.1027,-96.6098,0.2374,0.2242,0.1921,0.24,0.2701,0.2792,0.3085,0.3209,0.3347,0.2389,0.011,0.1956,0.1391,-0.2510721,0.9337149,0.03427859,0.9582937,0.86280155,1.6704841,0.123
Manhattan-6-SSW,2018-04-30,39.1027,-96.6098,0.1508,0.1364,0.1275,0.1406,0.159,0.2004,0.222,0.2055,0.2428,0.0701,0.0099,0.304,0.2175,-0.23423426,0.90807796,0.048175182,0.9618791,0.8217055,1.6117648,0.253
Manhattan-6-SSW,2018-09-17,39.1027,-96.6098,0.2436,0.1391,0.1218,0.091,0.1459,0.2623,0.3312,0.2651,0.3803,0.1074,0.0024,0.2433,0.1878,-0.37037992,0.982056,0.009053187,0.990603,0.88438714,2.176519,0.228
Manhattan-6-SSW,2018-07-09,39.1027,-96.6098,0.1349,0.1206,0.1202,0.127,0.1544,0.219,0.2577,0.2529,0.2929,0.0665,0.0015,0.3285,0.2102,-0.3556687,0.98820746,0.005931198,0.99485326,0.8851496,2.1039934,0.098
Manhattan-6-SSW,2018-10-22,39.1027,-96.6098,0.1334,0.105,0.0985,0.1003,0.1441,0.2136,0.2443,0.2369,0.2834,0.0825,0.0014,0.2599,0.136,-0.41264164,0.98825014,0.0059096664,0.9943798,0.880547,2.4050763,0.358
Manhattan-6-SSW,2018-11-26,39.1027,-96.6098,0.6571,0.6591,0.6456,0.7166,0.7385,0.7574,0.7828,0.7471,0.7828,0.3189,0.0017,0.11,0.0938,-0.07288,0.99545944,0.0022754653,0.99604094,0.950046,1.1572181,0.345
