Estación,Date,Latitud,Longitud,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B8A,NDWI,NDMI,MSI,NMDI,GVMI,SRWI,Humedad_Suelo
Denio-52-WSW,2022-07-18,41.8484,-119.6357,0.1238,0.1138,0.1119,0.124,0.1296,0.1646,0.1813,0.1848,0.1982,0.0757,0.0012,0.2352,0.1783,-0.24570271,0.9870967,0.006493507,0.994302,0.8614379,1.6514745,0.026
Denio-52-WSW,2022-10-31,41.8484,-119.6357,0.1341,0.1145,0.101,0.1113,0.1194,0.1301,0.1382,0.1338,0.1469,0.072,0.0134,0.1796,0.135,-0.13969333,0.81793475,0.100149475,0.9179927,0.75,1.3247524,0.028
Denio-52-WSW,2022-08-22,41.8484,-119.6357,0.1217,0.1116,0.1076,0.1221,0.1282,0.1511,0.1642,0.1654,0.1847,0.0826,0.0015,0.2424,0.185,-0.2117216,0.9820252,0.009068924,0.9926704,0.85012203,1.5371747,0.051
Denio-52-WSW,2022-08-29,41.8484,-119.6357,0.1363,0.126,0.1224,0.1412,0.1503,0.1705,0.1844,0.1878,0.2059,0.0966,0.0017,0.2684,0.2058,-0.21083173,0.98205805,0.0090521835,0.99257475,0.8597739,1.5343138,0.03
Denio-52-WSW,2023-04-24,41.8484,-119.6357,0.2299,0.1582,0.1457,0.1624,0.2941,0.323,0.2888,0.1898,0.3135,0.1456,0.0062,0.1456,0.1181,-0.1314456,0.9367347,0.032665968,0.96370023,0.83417726,1.3026768,0.155
Denio-52-WSW,2023-07-10,41.8484,-119.6357,0.1302,0.122,0.1235,0.1259,0.139,0.2117,0.2369,0.2374,0.2555,0.1254,0.0022,0.2437,0.178,-0.3155999,0.981636,0.00926706,0.99089587,0.8765295,1.9222672,0.067
Denio-52-WSW,2023-07-03,41.8484,-119.6357,0.1192,0.1097,0.1126,0.1082,0.1206,0.1892,0.2094,0.2099,0.2278,0.0942,0.0015,0.218,0.1567,-0.30170545,0.9858089,0.00714626,0.9930135,0.8702475,1.8641208,0.1
Denio-52-WSW,2023-09-11,41.8484,-119.6357,0.1246,0.1141,0.1103,0.1192,0.1286,0.1604,0.1768,0.1792,0.1931,0.0984,0.009,0.2096,0.1557,-0.23799653,0.904357,0.050223213,0.95475113,0.81181043,1.62466,0.098
Denio-52-WSW,2023-08-14,41.8484,-119.6357,0.1293,0.1232,0.1213,0.1348,0.1452,0.1977,0.2165,0.2177,0.2398,0.0921,0.0014,0.2501,0.1756,-0.2843658,0.9872205,0.0064308676,0.99403244,0.8737835,1.7947239,0.041
Denio-52-WSW,2023-09-18,41.8484,-119.6357,0.1621,0.1484,0.1484,0.1595,0.1724,0.199,0.2203,0.2149,0.2394,0.0929,0.0052,0.2605,0.1854,-0.18304434,0.9527488,0.0241973,0.9783604,0.85180825,1.4481133,0.059
Denio-52-WSW,2023-10-23,41.8484,-119.6357,0.1355,0.1181,0.1082,0.115,0.1245,0.1417,0.1525,0.1567,0.1712,0.0869,0.0018,0.2174,0.1571,-0.18308796,0.97728705,0.011486918,0.99042296,0.843447,1.448244,0.054
Denio-52-WSW,2023-11-20,41.8484,-119.6357,0.2471,0.2244,0.2062,0.2306,0.2437,0.2621,0.2718,0.2645,0.2889,0.1444,0.0015,0.068,0.0471,-0.12385806,0.9887217,0.005671078,0.991018,0.88860106,1.2827351,0.094
Denio-52-WSW,2024-04-08,41.8484,-119.6357,0.1163,0.0959,0.0828,0.0869,0.0956,0.1055,0.1108,0.1055,0.1169,0.0648,0.0018,0.1268,0.0893,-0.120552294,0.9664492,0.017061612,0.98462194,0.8081831,1.2741545,0.104
Denio-52-WSW,2024-05-13,41.8484,-119.6357,0.1312,0.1179,0.1115,0.123,0.1294,0.1552,0.1674,0.1735,0.181,0.09,0.0026,0.2498,0.2023,-0.21754386,0.9704713,0.01498559,0.9877906,0.84734887,1.5560538,0.113
Denio-52-WSW,2024-06-17,41.8484,-119.6357,0.1203,0.1091,0.1049,0.1122,0.1246,0.1662,0.1806,0.1885,0.1957,0.1257,0.0059,0.2233,0.1654,-0.28493524,0.9393005,0.031299736,0.9717501,0.8352417,1.7969495,0.043
Denio-52-WSW,2024-06-24,41.8484,-119.6357,0.1353,0.1265,0.1245,0.1368,0.1459,0.1906,0.2062,0.2099,0.2263,0.1184,0.0028,0.2631,0.2038,-0.2553828,0.9736718,0.013339684,0.9882304,0.8629396,1.6859438,0.041
Denio-52-WSW,2024-07-22,41.8484,-119.6357,0.1216,0.1112,0.1094,0.1187,0.1274,0.1584,0.1738,0.1762,0.1902,0.0707,0.0013,0.2422,0.1773,-0.23389357,0.98535204,0.0073779793,0.99380505,0.8568068,1.6106033,0.027
Denio-52-WSW,2024-09-02,41.8484,-119.6357,0.1401,0.128,0.1213,0.1408,0.1471,0.1622,0.1783,0.1839,0.2021,0.088,0.0017,0.2713,0.2044,-0.20511141,0.98168105,0.009244154,0.9925585,0.8579843,1.5160758,0.034
Denio-52-WSW,2024-07-29,41.8484,-119.6357,0.1384,0.1281,0.1232,0.1378,0.1466,0.1754,0.1961,0.1978,0.2146,0.0984,0.0016,0.2728,0.2053,-0.23239876,0.98395187,0.008088979,0.99322325,0.86474633,1.6055194,0.024
Denio-52-WSW,2024-08-26,41.8484,-119.6357,0.1209,0.1083,0.1037,0.1169,0.1211,0.1404,0.1519,0.1614,0.169,0.0848,0.0018,0.2387,0.1786,-0.21765375,0.97794116,0.011152416,0.99104255,0.8460452,1.5564128,0.051
Denio-52-WSW,2024-09-30,41.8484,-119.6357,0.1244,0.11,0.1012,0.1165,0.1215,0.1346,0.1433,0.1496,0.1569,0.091,0.0022,0.2216,0.1716,-0.19298245,0.9710144,0.014705882,0.98821634,0.8366446,1.4782609,0.057
Denio-52-WSW,2024-11-04,41.8484,-119.6357,0.2389,0.2505,0.2261,0.2426,0.2363,0.2526,0.2594,0.2565,0.2674,0.0948,0.0011,0.1113,0.0817,-0.06299214,0.9914596,0.004288499,0.9940363,0.88824147,1.1344538,0.141
Denio-52-WSW,2024-10-07,41.8484,-119.6357,0.1378,0.1222,0.1118,0.1252,0.1275,0.1421,0.1531,0.1561,0.1707,0.0694,0.0015,0.2395,0.1816,-0.16536023,0.98096454,0.009609224,0.99244523,0.84510094,1.3962433,0.046
Des-Moines-17-E,2018-04-02,41.5562,-93.2855,0.1831,0.1635,0.1513,0.1744,0.189,0.214,0.2333,0.2374,0.2636,0.1093,0.0103,0.2724,0.1842,-0.22150758,0.9168349,0.04338669,0.9603922,0.8351918,1.5690681,0.334
Des-Moines-17-E,2018-05-07,41.5562,-93.2855,0.1285,0.108,0.1069,0.0877,0.1246,0.2353,0.2819,0.2782,0.3074,0.1027,0.0015,0.2357,0.1335,-0.4448195,0.98927414,0.0053918045,0.99417937,0.89241934,2.6024323,0.329
Des-Moines-17-E,2018-07-16,41.5562,-93.2855,0.1156,0.0962,0.0973,0.0612,0.1047,0.2632,0.3258,0.3167,0.3625,0.0682,0.0012,0.2025,0.0884,-0.52995175,0.99245054,0.003789075,0.9953881,0.9031742,3.2548819,0.218
Des-Moines-17-E,2018-08-20,41.5562,-93.2855,0.7491,0.636,0.6198,0.6712,0.6829,0.7362,0.7902,0.6777,0.8234,0.3955,0.0325,0.3553,0.2368,-0.04462429,0.9084766,0.04795632,0.9389957,0.8735244,1.0934173,0.179
Des-Moines-17-E,2018-09-24,41.5562,-93.2855,0.131,0.1035,0.0919,0.0669,0.1023,0.1918,0.2241,0.238,0.2523,0.073,0.0051,0.1733,0.084,-0.44286153,0.95804197,0.021428572,0.9755043,0.86174613,2.5897715,0.288
Des-Moines-17-E,2019-01-07,41.5562,-93.2855,0.1609,0.1345,0.1203,0.1547,0.1697,0.1979,0.2312,0.256,0.2723,0.0778,0.0014,0.2104,0.116,-0.36061656,0.98912203,0.0054687494,0.99401456,0.88659245,2.1280134,0.356
Des-Moines-17-E,2018-10-29,41.5562,-93.2855,0.1387,0.1115,0.1035,0.0825,0.1313,0.2315,0.2727,0.3009,0.3159,0.0851,0.0011,0.2526,0.1281,-0.48813054,0.9927152,0.0036556993,0.9960332,0.9000001,2.9072464,0.283
Des-Moines-17-E,2019-07-01,41.5562,-93.2855,0.1363,0.1145,0.1192,0.0794,0.1342,0.3157,0.3954,0.3763,0.4368,0.0726,0.0058,0.2448,0.1123,-0.5188699,0.9696414,0.015413234,0.9814962,0.89723164,3.1568792,0.289
Des-Moines-17-E,2019-05-27,41.5562,-93.2855,0.8249,0.7256,0.7193,0.8196,0.8079,0.8053,0.8226,0.7301,0.8339,0.3891,0.0098,0.4814,0.3115,-0.0074513624,0.9735099,0.01342282,0.9839515,0.93068963,1.0150146,0.389
Des-Moines-17-E,2019-09-09,41.5562,-93.2855,0.5224,0.5135,0.4973,0.5239,0.5036,0.5747,0.6579,0.5931,0.6974,0.1027,0.0319,0.5119,0.3753,-0.08785768,0.89792,0.053785194,0.9438826,0.8606712,1.1926403,0.265
Des-Moines-17-E,2019-11-18,41.5562,-93.2855,0.3289,0.2961,0.26,0.2815,0.3124,0.3424,0.3685,0.3371,0.3988,0.1606,0.0066,0.3415,0.2633,-0.1291241,0.96159446,0.01957876,0.98073566,0.88527066,1.2965385,0.333
Des-Moines-17-E,2020-01-27,41.5562,-93.2855,0.7209,0.6913,0.6142,0.6555,0.6636,0.6701,0.6811,0.6589,0.6839,0.3379,0.0167,0.4418,0.316,-0.035111167,0.95056236,0.025345271,0.9701091,0.90774256,1.0727776,0.375
Des-Moines-17-E,2019-10-14,41.5562,-93.2855,0.134,0.1059,0.104,0.0717,0.132,0.2771,0.3294,0.3303,0.3736,0.1393,0.0029,0.2404,0.118,-0.5210684,0.982593,0.008779896,0.9898884,0.8989409,3.1759615,0.388
Des-Moines-17-E,2020-06-15,41.5562,-93.2855,0.1264,0.1035,0.1056,0.0732,0.1173,0.2721,0.3305,0.3176,0.3719,0.0636,0.0012,0.2046,0.0915,-0.5009452,0.9924718,0.0037783375,0.9954146,0.9033728,3.007576,0.312
Des-Moines-17-E,2020-09-28,41.5562,-93.2855,0.2257,0.2101,0.19,0.1793,0.2191,0.3102,0.3592,0.3565,0.4012,0.1377,0.004,0.3362,0.2173,-0.30466607,0.97780854,0.011220197,0.9885173,0.9001041,1.8763158,0.236
Des-Moines-17-E,2020-08-24,41.5562,-93.2855,0.1523,0.1295,0.1188,0.1091,0.1317,0.2111,0.2612,0.2508,0.2943,0.0494,0.0017,0.2866,0.1527,-0.3571429,0.9865346,0.006778309,0.99369305,0.88348997,2.1111112,0.167
Des-Moines-17-E,2021-01-11,41.5562,-93.2855,0.4982,0.5951,0.5396,0.573,0.5905,0.5981,0.5979,0.5895,0.5919,0.2192,0.0013,0.0656,0.0476,-0.044194482,0.99559927,0.0022052587,0.996039,0.94006747,1.0924759,0.327
Des-Moines-17-E,2021-04-26,41.5562,-93.2855,0.1418,0.1195,0.1165,0.1044,0.158,0.2654,0.3112,0.3162,0.3499,0.0978,0.0015,0.2831,0.1499,-0.4615207,0.9905571,0.004743833,0.9950066,0.9017592,2.714163,0.28
Des-Moines-17-E,2021-07-05,41.5562,-93.2855,0.1242,0.1025,0.0983,0.0785,0.1086,0.2234,0.277,0.2471,0.3076,0.0589,0.0011,0.2302,0.1136,-0.43080482,0.99113613,0.004451639,0.9954013,0.8853883,2.5137334,0.216
Des-Moines-17-E,2021-08-09,41.5562,-93.2855,0.1426,0.1156,0.1046,0.0866,0.1126,0.2107,0.2595,0.2466,0.292,0.0439,0.0011,0.2365,0.117,-0.40432805,0.99111825,0.004460665,0.9954564,0.8852326,2.3575528,0.232
Des-Moines-17-E,2021-10-18,41.5562,-93.2855,0.1314,0.1059,0.0947,0.0845,0.1161,0.1815,0.2084,0.22,0.2455,0.0806,0.0016,0.2556,0.1392,-0.39815694,0.9855596,0.0072727273,0.99329424,0.8735362,2.3231256,0.158
Des-Moines-17-E,2023-07-10,41.5562,-93.2855,0.1208,0.1012,0.096,0.0821,0.1131,0.2027,0.2507,0.2334,0.275,0.0731,0.0011,0.2426,0.1325,-0.41712204,0.9906183,0.0047129393,0.9953888,0.88095915,2.43125,0.217
Des-Moines-17-E,2023-09-18,41.5562,-93.2855,0.1312,0.1057,0.0961,0.0858,0.1125,0.1741,0.2099,0.2113,0.2412,0.0657,0.0016,0.2484,0.1369,-0.37475604,0.9849695,0.007572172,0.9930631,0.8702313,2.1987512,0.182
Des-Moines-17-E,2023-10-23,41.5562,-93.2855,0.1448,0.1142,0.0999,0.0905,0.1159,0.1739,0.2094,0.2141,0.2424,0.0423,0.0016,0.2533,0.1303,-0.36369428,0.9851646,0.0074731433,0.993177,0.87131363,2.1431432,0.198
Des-Moines-17-E,2023-11-27,41.5562,-93.2855,0.3982,0.3879,0.3376,0.3556,0.3641,0.3825,0.396,0.4181,0.4121,0.2116,0.0338,0.1805,0.1636,-0.10652376,0.8504093,0.0808419,0.8931056,0.81185526,1.2384479,0.202
Des-Moines-17-E,2024-03-11,41.5562,-93.2855,0.1517,0.1304,0.1177,0.1385,0.1611,0.1925,0.2146,0.2193,0.2411,0.1169,0.0023,0.3248,0.2088,-0.30148366,0.9792419,0.010487916,0.99158126,0.86943793,1.8632115,0.288
Des-Moines-17-E,2024-06-24,41.5562,-93.2855,0.1239,0.102,0.1,0.0772,0.1113,0.2203,0.274,0.2454,0.3,0.0528,0.001,0.2369,0.1256,-0.42096117,0.9918831,0.00407498,0.99586177,0.8853712,2.454,0.239
Des-Moines-17-E,2024-04-15,41.5562,-93.2855,0.1405,0.1134,0.106,0.0987,0.1415,0.2291,0.2646,0.2739,0.303,0.1281,0.0018,0.2728,0.1558,-0.4419584,0.98694235,0.0065717413,0.99343663,0.88981545,2.5839622,0.274
Des-Moines-17-E,2024-07-29,41.5562,-93.2855,0.1523,0.1272,0.1224,0.084,0.1316,0.3111,0.4015,0.3787,0.4536,0.0608,0.0013,0.2514,0.1085,-0.51147467,0.99315786,0.0034327966,0.99588215,0.91480005,3.093954,0.259
Des-Moines-17-E,2024-05-20,41.5562,-93.2855,0.1192,0.0943,0.092,0.059,0.1054,0.2538,0.3111,0.3084,0.3332,0.0531,0.0012,0.1567,0.0684,-0.5404595,0.9922481,0.0038910508,0.9948531,0.9013035,3.352174,0.365
Des-Moines-17-E,2024-09-02,41.5562,-93.2855,0.1187,0.0927,0.0947,0.0631,0.1127,0.2538,0.3238,0.3223,0.3565,0.115,0.0011,0.208,0.0934,-0.5458033,0.99319726,0.0034129694,0.99586,0.9048264,3.403379,0.346
Dillon-18-WSW,2018-04-09,45.158,-113.0057,0.3739,0.3479,0.3523,0.4034,0.4103,0.4299,0.4466,0.4105,0.4544,0.3016,0.0352,0.4176,0.3622,-0.07629786,0.8420462,0.08574909,0.91845244,0.80484354,1.1652001,0.301
Dillon-18-WSW,2018-05-14,45.158,-113.0057,0.1392,0.1282,0.1215,0.1265,0.1411,0.1692,0.1845,0.1806,0.1963,0.0793,0.0011,0.2323,0.181,-0.1956306,0.9878921,0.006090808,0.99468595,0.8601261,1.4864198,0.277
Dillon-18-WSW,2018-08-27,45.158,-113.0057,0.3909,0.2376,0.24,0.28,0.3309,0.3656,0.3815,0.2838,0.412,0.2465,0.0089,0.3598,0.2936,-0.08361972,0.939187,0.031360112,0.9727203,0.8599467,1.1825,0.121
Dillon-18-WSW,2018-06-25,45.158,-113.0057,0.1398,0.1276,0.13,0.1314,0.14,0.1735,0.186,0.1876,0.1988,0.0783,0.0012,0.2549,0.2021,-0.18136021,0.98728806,0.006396589,0.994591,0.8626943,1.443077,0.326
Dillon-18-WSW,2018-09-03,45.158,-113.0057,0.1423,0.1314,0.1263,0.1403,0.1419,0.1553,0.1651,0.1709,0.1793,0.0791,0.0016,0.2465,0.197,-0.15006727,0.9814493,0.009362199,0.9923628,0.8523077,1.3531274,0.137
Dillon-18-WSW,2018-07-23,45.158,-113.0057,0.1284,0.1211,0.1186,0.1274,0.137,0.155,0.168,0.168,0.1811,0.0897,0.0018,0.2398,0.1941,-0.17236565,0.97879857,0.010714286,0.99121094,0.8495514,1.4165261,0.117
Dillon-18-WSW,2018-10-08,45.158,-113.0057,0.1406,0.1241,0.1121,0.124,0.1353,0.1414,0.1486,0.1467,0.1668,0.0755,0.0019,0.2288,0.1747,-0.13369396,0.97442794,0.012951602,0.98993117,0.83693224,1.308653,0.125
Dillon-18-WSW,2019-04-29,45.158,-113.0057,0.1481,0.1345,0.1202,0.125,0.1362,0.1553,0.1629,0.1617,0.1715,0.1044,0.0071,0.2079,0.1712,-0.1472153,0.91587675,0.043908473,0.9623043,0.8123269,1.3452579,0.301
Dillon-18-WSW,2019-05-06,45.158,-113.0057,0.1745,0.1578,0.1381,0.1324,0.1443,0.1633,0.1762,0.1704,0.1924,0.082,0.0048,0.2193,0.165,-0.10470015,0.9452054,0.028169017,0.9756653,0.8319783,1.2338885,0.296
Dillon-18-WSW,2019-06-03,45.158,-113.0057,0.1354,0.1245,0.1212,0.1225,0.1367,0.1722,0.1885,0.1886,0.2009,0.0784,0.0018,0.2404,0.1775,-0.21755973,0.98109245,0.009544008,0.9916434,0.859536,1.5561056,0.253
Dillon-18-WSW,2019-06-10,45.158,-113.0057,0.1465,0.1364,0.1318,0.1343,0.1495,0.1857,0.199,0.202,0.2123,0.0925,0.0072,0.2494,0.1947,-0.2103056,0.93116635,0.035643563,0.96860015,0.83475083,1.5326253,0.198
Dillon-18-WSW,2019-08-12,45.158,-113.0057,0.1406,0.1363,0.1296,0.1435,0.1545,0.1733,0.1889,0.1856,0.2033,0.0819,0.0017,0.2789,0.2118,-0.17766495,0.9818473,0.009159483,0.99270695,0.85876995,1.4320987,0.108
Dillon-18-WSW,2019-08-19,45.158,-113.0057,0.1475,0.136,0.131,0.1452,0.1553,0.1696,0.1815,0.1779,0.1962,0.0808,0.0019,0.2656,0.212,-0.15182908,0.9788654,0.010680158,0.99146837,0.85390264,1.3580153,0.123
Dillon-18-WSW,2019-09-16,45.158,-113.0057,0.1454,0.139,0.1251,0.125,0.129,0.1364,0.1417,0.1421,0.1481,0.0742,0.0261,0.1519,0.1242,-0.06362277,0.6896552,0.18367347,0.8369259,0.68008333,1.1358913,0.261
Dillon-18-WSW,2019-10-21,45.158,-113.0057,0.558,0.5559,0.5117,0.5315,0.544,0.5507,0.5588,0.5533,0.563,0.3364,0.0129,0.3265,0.2286,-0.039061077,0.9544331,0.023314657,0.9710989,0.90410966,1.0812978,0.287
Dillon-18-WSW,2019-09-23,45.158,-113.0057,0.1505,0.1369,0.1331,0.1424,0.154,0.1709,0.1856,0.1821,0.1997,0.071,0.0016,0.276,0.2183,-0.15545684,0.9825803,0.008786381,0.99303895,0.8577543,1.3681442,0.255
Dillon-18-WSW,2019-07-15,45.158,-113.0057,0.1486,0.1408,0.1349,0.148,0.1705,0.2003,0.2155,0.1825,0.2323,0.058,0.0013,0.2763,0.2104,-0.14996849,0.9858541,0.0071232873,0.994349,0.85977626,1.352854,0.166
Dillon-18-WSW,2020-04-13,45.158,-113.0057,0.2131,0.2144,0.1901,0.1912,0.2013,0.2084,0.2095,0.2065,0.2115,0.1222,0.0198,0.1354,0.1207,-0.04135147,0.82501096,0.09588378,0.89051694,0.77014154,1.0862703,0.286
Dillon-18-WSW,2020-04-20,45.158,-113.0057,0.1474,0.1355,0.1269,0.1339,0.1443,0.1602,0.1664,0.1693,0.1774,0.0897,0.0029,0.2443,0.2038,-0.14314653,0.9663182,0.017129356,0.9860744,0.843258,1.3341213,0.278
Dillon-18-WSW,2020-06-22,45.158,-113.0057,0.1306,0.1208,0.1181,0.1245,0.1377,0.1587,0.1684,0.1701,0.1847,0.0787,0.0013,0.2436,0.1996,-0.18043025,0.98483074,0.007642563,0.9937349,0.85380924,1.4403049,0.276
Dillon-18-WSW,2020-07-27,45.158,-113.0057,0.1361,0.1292,0.1249,0.1353,0.145,0.1627,0.1728,0.1702,0.1851,0.0752,0.0014,0.2527,0.2008,-0.1535073,0.98368305,0.008225616,0.99340093,0.85322356,1.3626902,0.139
Dillon-18-WSW,2020-10-12,45.158,-113.0057,0.1822,0.1661,0.1542,0.169,0.1746,0.1902,0.2,0.2031,0.2151,0.0978,0.0023,0.2964,0.224,-0.13685977,0.97760475,0.011324471,0.99083304,0.86293787,1.3171206,0.107
Dillon-18-WSW,2020-11-09,45.158,-113.0057,0.5919,0.5774,0.5097,0.5235,0.5482,0.5537,0.5531,0.5221,0.5541,0.2877,0.0039,0.079,0.084,-0.012017805,0.98517114,0.0074698334,0.98710746,0.92600626,1.024328,0.094
Dillon-18-WSW,2020-05-25,45.158,-113.0057,0.1496,0.1374,0.138,0.1483,0.159,0.1856,0.1993,0.1978,0.211,0.0942,0.0017,0.2761,0.2212,-0.1780822,0.9829574,0.00859454,0.9928511,0.8641628,1.4333333,0.216
Dillon-18-WSW,2020-08-03,45.158,-113.0057,0.1514,0.1318,0.1237,0.1308,0.1399,0.1566,0.1686,0.1563,0.1814,0.0623,0.0044,0.2341,0.1887,-0.11642855,0.9452396,0.028150992,0.9777102,0.8261489,1.2635407,0.149
Dillon-18-WSW,2021-05-03,45.158,-113.0057,0.1492,0.1489,0.1451,0.1592,0.1638,0.1788,0.1915,0.205,0.2012,0.1057,0.0035,0.277,0.2176,-0.17109399,0.96642685,0.017073171,0.9855818,0.8569254,1.4128188,0.179
Dillon-18-WSW,2021-05-10,45.158,-113.0057,0.4906,0.4728,0.4436,0.474,0.4905,0.5083,0.52,0.5078,0.5307,0.2961,0.0226,0.3327,0.2948,-0.06747949,0.91478133,0.044505715,0.94763064,0.8690038,1.144725,0.15
Dillon-18-WSW,2021-06-07,45.158,-113.0057,0.1382,0.1288,0.1263,0.1358,0.1463,0.1659,0.1787,0.1767,0.1887,0.0897,0.0016,0.2488,0.2054,-0.1663366,0.98205274,0.0090548955,0.99250764,0.8551793,1.3990498,0.218
Dillon-18-WSW,2021-06-14,45.158,-113.0057,0.1594,0.1487,0.147,0.1552,0.1672,0.1906,0.2053,0.2051,0.218,0.1,0.0021,0.2873,0.2307,-0.16500993,0.97972965,0.010238907,0.99150664,0.8649144,1.395238,0.164
Dillon-18-WSW,2021-07-12,45.158,-113.0057,0.1547,0.1459,0.1403,0.1491,0.1593,0.1738,0.1852,0.1909,0.1968,0.1008,0.0024,0.2619,0.211,-0.15277775,0.97516817,0.012572028,0.98945516,0.85700613,1.3606557,0.115
Dillon-18-WSW,2021-08-23,45.158,-113.0057,0.1764,0.1587,0.1445,0.1542,0.1618,0.1733,0.1846,0.1842,0.1929,0.0953,0.0025,0.2669,0.2233,-0.12077883,0.9732191,0.013572204,0.9889771,0.8532768,1.2747405,0.125
Dillon-18-WSW,2021-08-16,45.158,-113.0057,0.4008,0.3524,0.3181,0.3036,0.2995,0.3061,0.3243,0.3231,0.3425,0.2377,0.0108,0.246,0.2251,-0.0077978713,0.93530995,0.033426184,0.96275216,0.8642874,1.0157183,0.126
Dillon-18-WSW,2021-09-20,45.158,-113.0057,0.1629,0.1882,0.1622,0.1575,0.165,0.1696,0.1697,0.2018,0.1652,0.0671,0.0042,0.2139,0.1643,-0.1087912,0.95922333,0.020812685,0.97999525,0.8515338,1.244143,0.089
Dillon-18-WSW,2021-09-27,45.158,-113.0057,0.1512,0.1396,0.129,0.1436,0.1481,0.1583,0.171,0.1655,0.1785,0.0946,0.0026,0.2484,0.2041,-0.1239389,0.969066,0.01570997,0.9875149,0.8431101,1.2829458,0.095
Dillon-18-WSW,2022-03-21,45.158,-113.0057,0.1688,0.1468,0.1349,0.1407,0.1512,0.1606,0.167,0.1672,0.176,0.101,0.0057,0.2446,0.2007,-0.10691822,0.9340659,0.03409091,0.9726946,0.82451344,1.2394366,0.292
Dillon-18-WSW,2022-04-25,45.158,-113.0057,0.1779,0.1608,0.1506,0.158,0.1635,0.1785,0.1855,0.1869,0.195,0.1284,0.0215,0.2361,0.1994,-0.10755556,0.793666,0.11503478,0.903262,0.74725944,1.2410358,0.323
Dillon-18-WSW,2022-07-04,45.158,-113.0057,0.1571,0.1459,0.1472,0.149,0.1703,0.216,0.2379,0.2326,0.2554,0.0831,0.0021,0.2883,0.2121,-0.22485517,0.9821048,0.009028374,0.99196947,0.87538767,1.580163,0.152
Dillon-18-WSW,2022-06-27,45.158,-113.0057,0.1356,0.1253,0.1233,0.1243,0.1448,0.1814,0.1948,0.1974,0.2102,0.0863,0.0014,0.2404,0.1855,-0.23105708,0.98591554,0.0070921984,0.9936248,0.8657465,1.6009732,0.205
Dillon-18-WSW,2022-08-08,45.158,-113.0057,0.1524,0.1457,0.1441,0.1634,0.175,0.1925,0.2039,0.2041,0.2227,0.1122,0.003,0.2843,0.2276,-0.17231478,0.97102845,0.014698678,0.98779005,0.85937023,1.4163775,0.116
Dillon-18-WSW,2022-05-23,45.158,-113.0057,0.1828,0.1532,0.1348,0.1293,0.1354,0.1514,0.1585,0.1531,0.167,0.1076,0.0211,0.1273,0.1081,-0.06356373,0.75774974,0.13781841,0.86003315,0.7205983,1.1357566,0.361
Dillon-18-WSW,2022-09-05,45.158,-113.0057,0.1448,0.1333,0.1282,0.1409,0.1515,0.1659,0.1756,0.1749,0.19,0.0971,0.0018,0.2444,0.1979,-0.15407456,0.9796265,0.010291595,0.99145097,0.8530502,1.3642746,0.155
Dillon-18-WSW,2022-10-10,45.158,-113.0057,0.1334,0.1244,0.1145,0.1207,0.1308,0.1394,0.1485,0.1495,0.1598,0.076,0.0015,0.2057,0.1676,-0.13257575,0.9801325,0.010033445,0.9915895,0.8413285,1.3056768,0.184
Dillon-18-WSW,2022-10-17,45.158,-113.0057,0.149,0.1354,0.125,0.1351,0.1435,0.1535,0.1615,0.1599,0.178,0.0808,0.0036,0.2277,0.181,-0.1224991,0.9559633,0.022514071,0.9815951,0.8335097,1.2792,0.159
Dillon-18-WSW,2023-05-15,45.158,-113.0057,0.1777,0.1675,0.165,0.1704,0.1812,0.2189,0.2395,0.2358,0.2556,0.0877,0.002,0.3077,0.2357,-0.1766467,0.9831791,0.008481764,0.99266714,0.8770262,1.4290909,0.294
Dillon-18-WSW,2023-06-19,45.158,-113.0057,0.1869,0.1401,0.1555,0.1617,0.1702,0.2158,0.2318,0.2212,0.2611,0.1406,0.0172,0.2277,0.1848,-0.17440937,0.85570467,0.07775769,0.9261961,0.79241073,1.4225081,0.328
Dillon-18-WSW,2023-08-28,45.158,-113.0057,0.138,0.1225,0.116,0.1203,0.129,0.1497,0.1618,0.1538,0.1752,0.0576,0.0014,0.231,0.1772,-0.14010377,0.98195887,0.009102731,0.9927499,0.8444767,1.325862,0.301
Dillon-18-WSW,2023-09-25,45.158,-113.0057,0.1396,0.1364,0.1185,0.1206,0.1296,0.1487,0.1586,0.1632,0.1696,0.0784,0.014,0.2035,0.159,-0.15867946,0.8419865,0.085784316,0.92645127,0.7711978,1.3772153,0.304
Dillon-18-WSW,2023-10-02,45.158,-113.0057,0.1433,0.1223,0.1088,0.1059,0.118,0.1348,0.1466,0.1415,0.157,0.0597,0.0021,0.1921,0.136,-0.13064322,0.970752,0.014840989,0.9874888,0.8323217,1.3005514,0.294
Dillon-18-WSW,2024-03-18,45.158,-113.0057,0.14,0.1285,0.1256,0.1175,0.1281,0.1347,0.1444,0.1358,0.143,0.0759,0.0022,0.1485,0.1077,-0.039020695,0.96811587,0.016200295,0.9846422,0.827907,1.0812103,0.446
Dillon-18-WSW,2024-03-25,45.158,-113.0057,0.1541,0.1285,0.1132,0.1195,0.1278,0.1398,0.1487,0.1487,0.156,0.1,0.004,0.1994,0.1574,-0.1355479,0.9476098,0.0268998,0.97727925,0.8239824,1.3136042,0.322
